gene_id	gene_type	overlap_counts	overlap_fraction	overlap_other
ENSG00000273547.1	protein_coding	1	1.0	True
ENSG00000229376.3	processed_pseudogene	1	0.9302739238705087	True
ENSG00000224956.5	unprocessed_pseudogene	0	0.0	False
ENSG00000235373.1	lincRNA	0	0.0	False
ENSG00000223181.1	snRNA	0	0.0	False
ENSG00000240618.1	lincRNA	2	0.19446801289665705	True
ENSG00000229905.1	antisense	1	1.0	True
ENSG00000228327.2	lincRNA	1	0.004938630256373012	True
ENSG00000237491.7	lincRNA	1	0.293416426973474	True
ENSG00000230092.6	transcribed_unprocessed_pseudogene	2	0.565674567813224	True
ENSG00000177757.2	lincRNA	1	0.13828061638280617	True
ENSG00000228794.7	processed_transcript	1	0.03835840037309082	True
ENSG00000225880.5	lincRNA	1	1.0	True
ENSG00000230368.2	lincRNA	1	0.1196784420289855	True
ENSG00000234711.1	unprocessed_pseudogene	1	1.0	True
ENSG00000272438.1	lincRNA	2	0.3173577454676001	True
ENSG00000230699.2	lincRNA	2	1.0	True
ENSG00000241180.1	lincRNA	2	1.0	True
ENSG00000223764.2	lincRNA	0	0.0	False
ENSG00000187634.9	protein_coding	1	0.01913608446271763	True
ENSG00000188976.9	protein_coding	1	0.024958622972525654	True
ENSG00000187961.12	protein_coding	1	0.0109204368174727	True
ENSG00000277294.1	miRNA	1	1.0	True
ENSG00000187583.9	protein_coding	1	0.07055935098206662	True
ENSG00000187642.8	protein_coding	1	0.09595006532152707	True
ENSG00000272512.1	lincRNA	0	0.0	False
ENSG00000188290.9	protein_coding	0	0.0	False
ENSG00000187608.7	protein_coding	2	0.10064910840856525	True
ENSG00000231702.2	processed_pseudogene	1	1.0	True
ENSG00000224969.1	antisense	1	1.0	True
ENSG00000188157.12	protein_coding	1	0.0300875121544659	True
ENSG00000242590.1	sense_intronic	1	1.0	True
ENSG00000217801.8	transcribed_unprocessed_pseudogene	1	0.11225444340505145	True
ENSG00000273443.1	lincRNA	1	1.0	True
ENSG00000237330.2	protein_coding	0	0.0	False
ENSG00000131591.16	protein_coding	0	0.0	False
ENSG00000223823.1	lincRNA	0	0.0	False
ENSG00000207730.2	miRNA	0	0.0	False
ENSG00000207607.2	miRNA	0	0.0	False
ENSG00000198976.1	miRNA	0	0.0	False
ENSG00000272141.1	lincRNA	0	0.0	False
ENSG00000205231.1	antisense	1	0.8725957839667641	True
ENSG00000162571.12	protein_coding	1	0.2357906116169806	True
ENSG00000186891.12	protein_coding	0	0.0	False
ENSG00000186827.9	protein_coding	0	0.0	False
ENSG00000078808.15	protein_coding	0	0.0	False
ENSG00000176022.4	protein_coding	0	0.0	False
ENSG00000184163.3	protein_coding	0	0.0	False
ENSG00000260179.1	lincRNA	0	0.0	False
ENSG00000160087.19	protein_coding	0	0.0	False
ENSG00000230415.1	lincRNA	0	0.0	False
ENSG00000162572.18	protein_coding	0	0.0	False
ENSG00000131584.17	protein_coding	2	0.0639470782800441	True
ENSG00000278073.1	miRNA	1	1.0	True
ENSG00000169972.10	protein_coding	2	0.36463022508038584	True
ENSG00000127054.17	protein_coding	3	0.09644437662139478	True
ENSG00000274153.1	miRNA	1	1.0	True
ENSG00000240731.1	sense_intronic	1	1.0	True
ENSG00000224051.5	protein_coding	0	0.0	False
ENSG00000169962.4	protein_coding	1	0.00751503006012024	True
ENSG00000107404.16	protein_coding	2	0.00625266448770783	True
ENSG00000275884.1	miRNA	1	1.0	True
ENSG00000162576.15	protein_coding	0	0.0	False
ENSG00000175756.12	protein_coding	0	0.0	False
ENSG00000223663.2	processed_pseudogene	0	0.0	False
ENSG00000221978.10	protein_coding	0	0.0	False
ENSG00000224870.5	processed_transcript	1	0.05467511885895404	True
ENSG00000242485.4	protein_coding	2	0.07955596669750231	True
ENSG00000264293.2	misc_RNA	1	1.0	True
ENSG00000272455.1	lincRNA	0	0.0	False
ENSG00000235098.7	protein_coding	1	0.4550612123021798	True
ENSG00000225905.1	antisense	1	0.6230580539656582	True
ENSG00000205116.3	protein_coding	0	0.0	False
ENSG00000225285.1	lincRNA	0	0.0	False
ENSG00000179403.11	protein_coding	0	0.0	False
ENSG00000215915.8	protein_coding	0	0.0	False
ENSG00000160072.18	protein_coding	0	0.0	False
ENSG00000197785.12	protein_coding	0	0.0	False
ENSG00000205090.7	protein_coding	0	0.0	False
ENSG00000160075.11	protein_coding	0	0.0	False
ENSG00000215014.4	lincRNA	0	0.0	False
ENSG00000279244.1	protein_coding	0	0.0	False
ENSG00000274481.1	processed_pseudogene	0	0.0	False
ENSG00000280747.1	misc_RNA	0	0.0	False
ENSG00000228594.3	protein_coding	0	0.0	False
ENSG00000272106.1	antisense	1	0.18654884634266078	True
ENSG00000197530.11	protein_coding	1	0.025008226390259954	True
ENSG00000189409.11	protein_coding	6	0.9550742307968156	True
ENSG00000248333.6	protein_coding	8	0.9894966377824206	True
ENSG00000272004.1	antisense	3	1.0	True
ENSG00000189339.10	protein_coding	5	1.0	True
ENSG00000269737.1	antisense	4	1.0	True
ENSG00000269227.1	transcribed_processed_pseudogene	4	1.0	True
ENSG00000215914.4	unprocessed_pseudogene	2	1.0	True
ENSG00000008128.21	protein_coding	2	1.0	True
ENSG00000268575.1	processed_transcript	4	0.9946211947814145	True
ENSG00000227775.3	transcribed_processed_pseudogene	2	1.0	True
ENSG00000215790.5	protein_coding	2	0.6074501276354354	True
ENSG00000008130.14	protein_coding	0	0.0	False
ENSG00000078369.16	protein_coding	0	0.0	False
ENSG00000231050.1	antisense	0	0.0	False
ENSG00000169885.8	protein_coding	0	0.0	False
ENSG00000178821.11	protein_coding	0	0.0	False
ENSG00000142609.16	protein_coding	0	0.0	False
ENSG00000233542.1	antisense	0	0.0	False
ENSG00000187730.7	protein_coding	0	0.0	False
ENSG00000226969.1	antisense	0	0.0	False
ENSG00000067606.14	protein_coding	3	0.05724661849175468	True
ENSG00000271806.1	antisense	1	1.0	True
ENSG00000182873.5	antisense	1	1.0	True
ENSG00000162585.15	protein_coding	2	0.040022647652075444	True
ENSG00000234396.3	lincRNA	1	0.02398052343274498	True
ENSG00000277082.1	miRNA	0	0.0	False
ENSG00000157933.9	protein_coding	0	0.0	False
ENSG00000116151.12	protein_coding	3	0.049181025917620004	True
ENSG00000272161.1	sense_intronic	1	1.0	True
ENSG00000269896.2	transcribed_processed_pseudogene	1	1.0	True
ENSG00000272420.1	sense_intronic	1	1.0	True
ENSG00000157916.17	protein_coding	1	0.108274197088302	True
ENSG00000157911.8	protein_coding	1	0.15051357673141463	True
ENSG00000149527.16	protein_coding	2	0.0251414204902577	True
ENSG00000224387.1	antisense	1	1.0	True
ENSG00000229393.1	antisense	1	1.0	True
ENSG00000157881.12	protein_coding	0	0.0	False
ENSG00000197921.5	protein_coding	0	0.0	False
ENSG00000272449.1	lincRNA	0	0.0	False
ENSG00000238164.5	antisense	1	0.19575305864154127	True
ENSG00000157873.16	protein_coding	1	0.14287180539874783	True
ENSG00000225931.3	TEC	0	0.0	False
ENSG00000228037.1	lincRNA	0	0.0	False
ENSG00000157870.13	protein_coding	1	0.16673362796303737	True
ENSG00000142606.14	protein_coding	2	0.029562466057472078	True
ENSG00000237058.1	antisense	2	0.26307996051332677	True
ENSG00000215912.10	protein_coding	1	0.003885486741681499	True
ENSG00000233234.1	lincRNA	0	0.0	False
ENSG00000231630.1	lincRNA	0	0.0	False
ENSG00000169717.6	protein_coding	0	0.0	False
ENSG00000177133.9	antisense	0	0.0	False
ENSG00000142611.15	protein_coding	3	0.01872497990272105	True
ENSG00000226286.1	antisense	1	1.0	True
ENSG00000279839.1	TEC	1	1.0	True
ENSG00000272235.1	lincRNA	1	1.0	True
ENSG00000130762.13	protein_coding	0	0.0	False
ENSG00000272088.1	lincRNA	0	0.0	False
ENSG00000162591.14	protein_coding	1	0.0007814106518609911	True
ENSG00000207776.1	miRNA	1	1.0	True
ENSG00000238260.1	antisense	0	0.0	False
ENSG00000158109.13	protein_coding	0	0.0	False
ENSG00000116213.14	protein_coding	1	0.01095753387287442	True
ENSG00000078900.13	protein_coding	4	0.15263918930223108	True
ENSG00000227589.1	antisense	1	1.0	True
ENSG00000235131.1	antisense	1	1.0	True
ENSG00000227372.9	antisense	2	0.06476352790796762	True
ENSG00000276189.1	misc_RNA	1	1.0	True
ENSG00000162592.7	protein_coding	0	0.0	False
ENSG00000235169.6	protein_coding	0	0.0	False
ENSG00000130764.8	protein_coding	2	0.04602696979828374	True
ENSG00000266075.2	misc_RNA	1	1.0	True
ENSG00000272153.1	antisense	1	1.0	True
ENSG00000116198.11	protein_coding	0	0.0	False
ENSG00000169598.14	protein_coding	0	0.0	False
ENSG00000198912.9	protein_coding	0	0.0	False
ENSG00000236423.4	lincRNA	0	0.0	False
ENSG00000233304.4	lincRNA	1	0.12499146699433408	True
ENSG00000226374.1	lincRNA	1	1.0	True
ENSG00000229280.1	processed_pseudogene	0	0.0	False
ENSG00000235054.1	lincRNA	0	0.0	False
ENSG00000227169.2	lincRNA	0	0.0	False
ENSG00000232596.1	lincRNA	0	0.0	False
ENSG00000196581.9	protein_coding	0	0.0	False
ENSG00000277731.1	miRNA	0	0.0	False
ENSG00000231510.1	lincRNA	0	0.0	False
ENSG00000260972.1	lincRNA	0	0.0	False
ENSG00000264341.1	miRNA	0	0.0	False
ENSG00000236948.1	lincRNA	0	0.0	False
ENSG00000216045.2	miRNA	0	0.0	False
ENSG00000264101.1	miRNA	0	0.0	False
ENSG00000131697.16	protein_coding	2	0.00842189693202326	True
ENSG00000266687.1	miRNA	1	1.0	True
ENSG00000069424.13	protein_coding	1	0.009177321898894529	True
ENSG00000116254.16	protein_coding	0	0.0	False
ENSG00000116251.8	protein_coding	2	0.16177098150782362	True
ENSG00000226944.1	antisense	2	1.0	True
ENSG00000158286.11	protein_coding	3	0.2540444893832154	True
ENSG00000116237.14	protein_coding	1	0.007172339129846403	True
ENSG00000225077.2	lincRNA	0	0.0	False
ENSG00000173673.7	protein_coding	0	0.0	False
ENSG00000158292.6	protein_coding	0	0.0	False
ENSG00000097021.18	protein_coding	1	0.006424739859516454	True
ENSG00000271746.1	antisense	1	1.0	True
ENSG00000069812.10	protein_coding	0	0.0	False
ENSG00000187017.13	protein_coding	3	0.11625936252801924	True
ENSG00000265392.1	miRNA	1	1.0	True
ENSG00000231868.1	antisense	1	1.0	True
ENSG00000215788.8	protein_coding	2	0.06383822363203806	True
ENSG00000171680.19	protein_coding	1	0.0019085030295169449	True
ENSG00000162408.10	protein_coding	2	0.02482825117512354	True
ENSG00000253022.1	snRNA	1	1.0	True
ENSG00000229519.2	processed_pseudogene	1	1.0	True
ENSG00000173662.18	protein_coding	0	0.0	False
ENSG00000204859.10	protein_coding	0	0.0	False
ENSG00000162413.15	protein_coding	1	0.03860486538542059	True
ENSG00000116273.5	protein_coding	1	0.08909934286818709	True
ENSG00000041988.14	protein_coding	1	0.1322761194029851	True
ENSG00000007923.14	protein_coding	1	0.020928035893500205	True
ENSG00000228750.4	lincRNA	0	0.0	False
ENSG00000237436.1	antisense	0	0.0	False
ENSG00000171735.17	protein_coding	10	0.01833028234973821	True
ENSG00000227950.1	processed_pseudogene	1	1.0	True
ENSG00000237365.1	antisense	1	1.0	True
ENSG00000207056.1	snRNA	1	1.0	True
ENSG00000280801.1	miRNA	1	1.0	True
ENSG00000237402.1	sense_intronic	1	1.0	True
ENSG00000237728.2	antisense	1	1.0	True
ENSG00000225126.1	antisense	1	1.0	True
ENSG00000270171.1	lincRNA	1	1.0	True
ENSG00000270035.1	lincRNA	1	1.0	True
ENSG00000269978.1	lincRNA	1	1.0	True
ENSG00000049245.11	protein_coding	1	0.038571288005510185	True
ENSG00000269925.1	sense_intronic	1	1.0	True
ENSG00000049246.13	protein_coding	2	0.315395106561283	True
ENSG00000236266.1	antisense	1	1.0	True
ENSG00000049247.12	protein_coding	1	0.200786269057436	True
ENSG00000049249.7	protein_coding	1	0.012980822118734187	True
ENSG00000270330.1	processed_pseudogene	1	1.0	True
ENSG00000116288.11	protein_coding	1	0.003267764464663292	True
ENSG00000200344.1	misc_RNA	1	1.0	True
ENSG00000116285.11	protein_coding	0	0.0	False
ENSG00000238290.1	lincRNA	1	0.012692259597349006	True
ENSG00000232848.1	processed_pseudogene	1	1.0	True
ENSG00000229305.1	processed_pseudogene	0	0.0	False
ENSG00000200975.1	snRNA	0	0.0	False
ENSG00000227634.1	lincRNA	0	0.0	False
ENSG00000233645.1	lincRNA	0	0.0	False
ENSG00000251977.1	snRNA	0	0.0	False
ENSG00000162426.13	protein_coding	1	0.004251926654265214	True
ENSG00000252254.1	misc_RNA	1	1.0	True
ENSG00000142599.16	protein_coding	9	0.030977160469944934	True
ENSG00000232912.4	antisense	1	1.0	True
ENSG00000221083.1	snoRNA	1	1.0	True
ENSG00000270282.1	processed_pseudogene	2	1.0	True
ENSG00000280851.1	miRNA	2	1.0	True
ENSG00000234619.1	processed_pseudogene	1	1.0	True
ENSG00000224315.2	processed_pseudogene	1	1.0	True
ENSG00000222511.2	misc_RNA	1	1.0	True
ENSG00000226545.1	unprocessed_pseudogene	1	1.0	True
ENSG00000228423.2	lincRNA	1	1.0	True
ENSG00000229716.2	processed_pseudogene	0	0.0	False
ENSG00000074800.12	protein_coding	4	0.1632597139255768	True
ENSG00000280816.1	misc_RNA	1	1.0	True
ENSG00000274258.1	miRNA	1	1.0	True
ENSG00000236269.1	sense_intronic	1	1.0	True
ENSG00000230679.1	antisense	1	0.3909348441926346	True
ENSG00000201725.1	snRNA	0	0.0	False
ENSG00000238249.2	processed_pseudogene	0	0.0	False
ENSG00000232208.2	processed_pseudogene	0	0.0	False
ENSG00000232663.2	processed_pseudogene	0	0.0	False
ENSG00000131686.13	protein_coding	0	0.0	False
ENSG00000265141.2	misc_RNA	0	0.0	False
ENSG00000197241.3	protein_coding	0	0.0	False
ENSG00000142583.16	protein_coding	2	0.0034475651571077926	True
ENSG00000252404.1	scaRNA	2	1.0	True
ENSG00000281506.1	miRNA	2	1.0	True
ENSG00000180758.11	protein_coding	0	0.0	False
ENSG00000207865.1	miRNA	0	0.0	False
ENSG00000228526.2	lincRNA	1	0.4795750048515428	True
ENSG00000234546.2	lincRNA	1	1.0	True
ENSG00000049239.11	protein_coding	0	0.0	False
ENSG00000171621.12	protein_coding	0	0.0	False
ENSG00000252956.1	rRNA	0	0.0	False
ENSG00000235263.1	lincRNA	0	0.0	False
ENSG00000171612.6	protein_coding	1	0.012210867234172921	True
ENSG00000231181.1	processed_pseudogene	1	1.0	True
ENSG00000188807.11	protein_coding	0	0.0	False
ENSG00000171608.14	protein_coding	4	0.2454188312527461	True
ENSG00000179840.5	antisense	1	1.0	True
ENSG00000233268.3	processed_pseudogene	1	1.0	True
ENSG00000231789.2	antisense	1	1.0	True
ENSG00000171603.15	protein_coding	2	0.005298429319371728	True
ENSG00000271264.1	processed_pseudogene	1	1.0	True
ENSG00000280113.1	protein_coding	0	0.0	False
ENSG00000178585.13	protein_coding	1	0.02958427328391879	True
ENSG00000223989.1	antisense	1	1.0	True
ENSG00000162441.10	protein_coding	1	0.02272940734479196	True
ENSG00000228150.1	sense_intronic	3	0.9970216990497802	True
ENSG00000173614.12	protein_coding	4	0.19133410976160484	True
ENSG00000202415.1	misc_RNA	2	1.0	True
ENSG00000265521.1	miRNA	1	1.0	True
ENSG00000241326.1	sense_intronic	1	1.0	True
ENSG00000162444.11	protein_coding	0	0.0	False
ENSG00000130939.17	protein_coding	3	0.009561543592957206	True
ENSG00000224340.1	processed_pseudogene	1	1.0	True
ENSG00000233623.2	processed_pseudogene	1	1.0	True
ENSG00000201746.1	snRNA	1	1.0	True
ENSG00000054523.15	protein_coding	3	0.0028279019660651765	True
ENSG00000264881.1	miRNA	1	1.0	True
ENSG00000199562.1	snRNA	1	1.0	True
ENSG00000264501.2	misc_RNA	1	1.0	True
ENSG00000142657.19	protein_coding	0	0.0	False
ENSG00000271989.1	antisense	2	0.7223618090452262	True
ENSG00000251503.6	protein_coding	3	0.6752528230012245	True
ENSG00000175279.20	protein_coding	2	1.0	True
ENSG00000241563.3	protein_coding	1	1.0	True
ENSG00000160049.10	protein_coding	2	0.06379655086228443	True
ENSG00000203469.2	antisense	1	1.0	True
ENSG00000142655.11	protein_coding	2	0.003262447150880293	True
ENSG00000243267.3	misc_RNA	1	1.0	True
ENSG00000130940.13	protein_coding	1	0.09429788935680991	True
ENSG00000272078.1	antisense	1	1.0	True
ENSG00000225158.2	processed_pseudogene	0	0.0	False
ENSG00000175262.13	protein_coding	0	0.0	False
ENSG00000215785.2	processed_pseudogene	0	0.0	False
ENSG00000264181.1	miRNA	0	0.0	False
ENSG00000281322.1	misc_RNA	0	0.0	False
ENSG00000120948.14	protein_coding	1	0.9774083546462063	True
ENSG00000277726.3	protein_coding	3	0.9942348595096832	True
ENSG00000009724.15	protein_coding	2	0.19338483824239497	True
ENSG00000271895.2	antisense	2	1.0	True
ENSG00000116649.8	protein_coding	0	0.0	False
ENSG00000171824.12	protein_coding	3	0.1452665123410396	True
ENSG00000226849.1	antisense	2	1.0	True
ENSG00000281350.1	misc_RNA	2	1.0	True
ENSG00000230337.1	antisense	1	0.08494845360824742	True
ENSG00000198793.11	protein_coding	5	0.08101454107147436	True
ENSG00000225602.4	antisense	1	1.0	True
ENSG00000253086.1	snRNA	1	1.0	True
ENSG00000171819.4	protein_coding	1	1.0	True
ENSG00000207451.1	snRNA	1	1.0	True
ENSG00000238173.1	processed_pseudogene	1	1.0	True
ENSG00000120942.12	protein_coding	1	0.03217615899838025	True
ENSG00000238199.1	processed_pseudogene	1	1.0	True
ENSG00000224338.2	processed_pseudogene	0	0.0	False
ENSG00000204624.7	protein_coding	0	0.0	False
ENSG00000235643.1	lincRNA	0	0.0	False
ENSG00000116661.9	protein_coding	1	0.19007818819088704	True
ENSG00000132879.12	protein_coding	1	0.15750670241286863	True
ENSG00000116663.9	protein_coding	0	0.0	False
ENSG00000116670.13	protein_coding	0	0.0	False
ENSG00000162490.6	protein_coding	0	0.0	False
ENSG00000177674.14	protein_coding	0	0.0	False
ENSG00000215910.6	protein_coding	2	0.2303762860637456	True
ENSG00000177553.6	antisense	1	1.0	True
ENSG00000177000.9	protein_coding	2	0.2210690192008303	True
ENSG00000011021.20	protein_coding	2	0.07965342258691427	True
ENSG00000242349.4	antisense	5	0.6821013877088643	True
ENSG00000276470.1	misc_RNA	1	1.0	True
ENSG00000278852.1	misc_RNA	1	1.0	True
ENSG00000175206.9	protein_coding	2	0.8990895295902883	True
ENSG00000275915.1	misc_RNA	2	1.0	True
ENSG00000120937.8	protein_coding	0	0.0	False
ENSG00000224904.1	processed_pseudogene	0	0.0	False
ENSG00000199347.1	snRNA	0	0.0	False
ENSG00000201801.1	snRNA	0	0.0	False
ENSG00000116685.14	protein_coding	0	0.0	False
ENSG00000083444.15	protein_coding	0	0.0	False
ENSG00000116688.15	protein_coding	0	0.0	False
ENSG00000270914.1	processed_pseudogene	0	0.0	False
ENSG00000116691.9	protein_coding	2	0.01399157325701566	True
ENSG00000202461.1	misc_RNA	1	1.0	True
ENSG00000276869.1	miRNA	1	1.0	True
ENSG00000243539.3	misc_RNA	0	0.0	False
ENSG00000120949.13	protein_coding	3	0.007435358159099344	True
ENSG00000281342.1	misc_RNA	1	1.0	True
ENSG00000201135.1	snRNA	1	1.0	True
ENSG00000227875.2	processed_pseudogene	1	1.0	True
ENSG00000275459.1	miRNA	1	0.3684210526315789	True
ENSG00000028137.15	protein_coding	2	0.0022498519834221434	True
ENSG00000263676.1	miRNA	1	1.0	True
ENSG00000225196.2	processed_pseudogene	0	0.0	False
ENSG00000252969.1	snoRNA	0	0.0	False
ENSG00000048707.12	protein_coding	2	0.0008865877012554082	True
ENSG00000280999.1	miRNA	1	1.0	True
ENSG00000239149.1	snoRNA	1	1.0	True
ENSG00000229484.1	lincRNA	0	0.0	False
ENSG00000162496.7	protein_coding	2	0.0033319283033259066	True
ENSG00000221340.1	snRNA	1	1.0	True
ENSG00000276830.1	miRNA	1	1.0	True
ENSG00000272482.1	lincRNA	0	0.0	False
ENSG00000204518.2	protein_coding	0	0.0	False
ENSG00000226166.2	processed_pseudogene	0	0.0	False
ENSG00000188984.10	protein_coding	0	0.0	False
ENSG00000157330.8	protein_coding	0	0.0	False
ENSG00000116726.4	protein_coding	0	0.0	False
ENSG00000116721.9	protein_coding	0	0.0	False
ENSG00000228338.1	lincRNA	0	0.0	False
ENSG00000239810.3	protein_coding	1	0.5468038207200587	True
ENSG00000279195.1	protein_coding	1	1.0	True
ENSG00000231103.2	unprocessed_pseudogene	0	0.0	False
ENSG00000179172.8	protein_coding	7	0.32284108941028533	True
ENSG00000120952.4	protein_coding	1	1.0	True
ENSG00000243073.3	protein_coding	1	1.0	True
ENSG00000187545.5	protein_coding	1	1.0	True
ENSG00000204510.4	protein_coding	1	1.0	True
ENSG00000207434.1	snRNA	1	1.0	True
ENSG00000234064.1	unprocessed_pseudogene	1	1.0	True
ENSG00000232423.4	protein_coding	4	0.16024538421779544	True
ENSG00000274178.2	unprocessed_pseudogene	1	1.0	True
ENSG00000274764.3	protein_coding	9	1.0	True
ENSG00000280267.2	protein_coding	9	0.9802515283199529	True
ENSG00000229571.5	protein_coding	3	1.0	True
ENSG00000277058.2	protein_coding	3	1.0	True
ENSG00000277862.1	unprocessed_pseudogene	2	1.0	True
ENSG00000236179.1	unprocessed_pseudogene	2	1.0	True
ENSG00000275774.2	protein_coding	2	1.0	True
ENSG00000229978.1	transcribed_unprocessed_pseudogene	2	1.0	True
ENSG00000233336.1	lincRNA	2	1.0	True
ENSG00000179412.10	protein_coding	0	0.0	False
ENSG00000204505.4	protein_coding	0	0.0	False
ENSG00000279169.1	unprocessed_pseudogene	0	0.0	False
ENSG00000279804.1	protein_coding	0	0.0	False
ENSG00000250894.1	unprocessed_pseudogene	0	0.0	False
ENSG00000270601.3	protein_coding	0	0.0	False
ENSG00000231219.1	unprocessed_pseudogene	0	0.0	False
ENSG00000207511.1	snRNA	0	0.0	False
ENSG00000182330.9	protein_coding	0	0.0	False
ENSG00000204501.5	protein_coding	1	0.1535963120121536	True
ENSG00000237700.1	unitary_pseudogene	1	1.0	True
ENSG00000228229.2	lincRNA	0	0.0	False
ENSG00000204481.7	protein_coding	0	0.0	False
ENSG00000204480.7	protein_coding	0	0.0	False
ENSG00000204479.4	protein_coding	0	0.0	False
ENSG00000204478.8	protein_coding	0	0.0	False
ENSG00000162494.5	protein_coding	1	0.021192188579765042	True
ENSG00000259961.1	antisense	1	0.27147540983606555	True
ENSG00000215909.3	processed_pseudogene	0	0.0	False
ENSG00000162493.15	protein_coding	0	0.0	False
ENSG00000222952.1	rRNA	0	0.0	False
ENSG00000266358.1	miRNA	0	0.0	False
ENSG00000237445.2	lincRNA	0	0.0	False
ENSG00000253085.1	scaRNA	0	0.0	False
ENSG00000116731.21	protein_coding	0	0.0	False
ENSG00000252151.1	snRNA	0	0.0	False
ENSG00000231606.1	lincRNA	0	0.0	False
ENSG00000234593.1	lincRNA	0	0.0	False
ENSG00000189337.14	protein_coding	3	0.01312052435884846	True
ENSG00000280763.1	miRNA	1	1.0	True
ENSG00000235829.1	processed_pseudogene	1	1.0	True
ENSG00000175147.10	antisense	1	0.1532141012079018	True
ENSG00000171729.12	protein_coding	2	0.11758992170483311	True
ENSG00000204464.6	protein_coding	1	1.0	True
ENSG00000215720.4	processed_pseudogene	1	1.0	True
ENSG00000278480.1	processed_pseudogene	0	0.0	False
ENSG00000142621.18	protein_coding	2	0.11238407696178707	True
ENSG00000233485.1	antisense	2	1.0	True
ENSG00000236045.1	antisense	2	1.0	True
ENSG00000228140.1	lincRNA	0	0.0	False
ENSG00000142634.11	protein_coding	0	0.0	False
ENSG00000162438.10	protein_coding	0	0.0	False
ENSG00000142615.7	protein_coding	1	0.40239536548851135	True
ENSG00000215704.8	protein_coding	2	0.26479934094386254	True
ENSG00000132906.16	protein_coding	1	0.01590947285866338	True
ENSG00000116138.11	protein_coding	4	0.2971662141963823	True
ENSG00000251866.1	scaRNA	1	1.0	True
ENSG00000272510.1	antisense	1	1.0	True
ENSG00000116771.5	protein_coding	1	1.0	True
ENSG00000237301.1	antisense	1	0.35694682675814754	True
ENSG00000235084.3	processed_pseudogene	0	0.0	False
ENSG00000252417.1	snRNA	0	0.0	False
ENSG00000236500.1	processed_pseudogene	0	0.0	False
ENSG00000197312.10	protein_coding	1	0.03594986807387863	True
ENSG00000215695.1	protein_coding	1	1.0	True
ENSG00000271742.1	lincRNA	0	0.0	False
ENSG00000116786.10	protein_coding	2	0.28833990919364755	True
ENSG00000264048.1	miRNA	1	1.0	True
ENSG00000237938.4	antisense	2	0.9013506994693681	True
ENSG00000162461.7	protein_coding	2	0.36786215187337207	True
ENSG00000224459.1	antisense	2	0.7013712544438802	True
ENSG00000162460.6	protein_coding	1	1.0	True
ENSG00000162458.11	protein_coding	1	0.008903858338613398	True
